,IOC,English name,Scientific Name
,816,,    D. m. macroura
,817,,    D. m. griseipectus
,818,,    D. m. diversus
,819,,    D. m. striatus
,820,,    D. m. inesperatus
,821,,    D. m. oaxacae
,822,Bearded Wood Partridge,Dendrortyx barbatus
,823,,Oreortyx
,824,Mountain Quail,Oreortyx pictus
,825,,    O. p. pictus
,826,,    O. p. plumifer
,827,,    O. p. russelli
,828,,    O. p. eremophilus
,829,,    O. p. confinis
,830,,Callipepla
,831,Scaled Quail,Callipepla squamata
,832,,    C. s. pallida
,833,,    C. s. hargravei
,834,,    C. s. castanogastris
,835,,    C. s. squamata
,836,Elegant Quail,Callipepla douglasii
,837,,    C. d. douglasii
,838,,    C. d. bensoni
,839,,    C. d. impedita
,840,,    C. d. teres
,841,,    C. d. vanderbilti
,842,California Quail,Callipepla californica
,843,,    C. c. brunnescens
,844,,    C. c. canfieldae
,845,,    C. c. californica
,846,,    C. c. catalinensis
,847,,    C. c. achrustera
,848,Gambel's Quail,Callipepla gambelii
,849,,    C. g. gambelii
,850,,    C. g. ignoscens
,851,,    C. g. fulvipectus
,852,,    C. g. stephensi
,853,,Philortyx
,854,Banded Quail,Philortyx fasciatus
,855,,Colinus
,856,Northern Bobwhite,Colinus virginianus
,857,,    C. v. virginianus
,858,,    C. v. floridanus
,859,,    C. v. insulanus
,860,,    C. v. cubanensis
,861,,    C. v. taylori
,862,,    C. v. ridgwayi
,863,,    C. v. texanus
,864,,    C. v. maculatus
,865,,    C. v. aridus
,866,,    C. v. graysoni
,867,,    C. v. nigripectus
,868,,    C. v. pectoralis
,869,,    C. v. godmani
,870,,    C. v. minor
,871,,    C. v. insignis
,872,,    C. v. salvini
,873,,    C. v. coyoleos
,874,,    C. v. thayeri
,875,,    C. v. harrisoni
,876,,    C. v. atriceps
,877,Yucatan Bobwhite,Colinus nigrogularis
,878,,    C. n. caboti
,879,,    C. n. persiccus
,880,,    C. n. nigrogularis
,881,,    C. n. segoviensis
,882,Spot-bellied Bobwhite,Colinus leucopogon
,883,,    C. l. incanus
,884,,    C. l. hypoleucus
,885,,    C. l. leucopogon
,886,,    C. l. leylandi
,887,,    C. l. sclateri
,888,,    C. l. dickeyi
,889,Crested Bobwhite,Colinus cristatus
,890,,    C. c. mariae
,891,,    C. c. panamensis
,892,,    C. c. decoratus
,893,,    C. c. littoralis
,894,,    C. c. cristatus
,895,,    C. c. horvathi
,896,,    C. c. barnesi
,897,,    C. c. sonnini
,898,,    C. c. mocquerysi
,899,,    C. c. leucotis
,900,,    C. c. badius
,901,,    C. c. bogotensis
,902,,    C. c. parvicristatus
,903,,Odontophorus
,904,Marbled Wood Quail,Odontophorus gujanensis
,905,,    O. g. castigatus
,906,,    O. g. marmoratus
,907,,    O. g. medius
,908,,    O. g. gujanensis
,909,,    O. g. buckleyi
,910,,    O. g. rufogularis
,911,,    O. g. pachyrhynchus
,912,,    O. g. simonsi
,913,Spot-winged Wood Quail,Odontophorus capueira
,914,Black-eared Wood Quail,Odontophorus melanotis
,915,,    O. m. verecundus
,916,,    O. m. melanotis
,917,Rufous-fronted Wood Quail,Odontophorus erythrops
,918,,    O. e. parambae
,919,,    O. e. erythrops
,920,Black-fronted Wood Quail,Odontophorus atrifrons
,921,,    O. a. atrifrons
,922,,    O. a. variegatus
,923,,    O. a. navai
,924,Chestnut Wood Quail,Odontophorus hyperythrus
,925,Dark-backed Wood Quail,Odontophorus melanonotus
,926,Rufous-breasted Wood Quail,Odontophorus speciosus
,927,,    O. s. soderstromii
,928,,    O. s. speciosus
,929,,    O. s. loricatus
,930,Tacarcuna Wood Quail,Odontophorus dialeucos
,931,Gorgeted Wood Quail,Odontophorus strophium
,932,Venezuelan Wood Quail,Odontophorus columbianus
,933,Black-breasted Wood Quail,Odontophorus leucolaemus
,934,Stripe-faced Wood Quail,Odontophorus balliviani
,935,Starred Wood Quail,Odontophorus stellatus
,936,Spotted Wood Quail,Odontophorus guttatus
,937,,Dactylortyx
,938,Singing Quail,Dactylortyx thoracicus
,939,,    D. t. pettingilli
,940,,    D. t. thoracicus
,941,,    D. t. sharpei
,942,,    D. t. paynteri
,943,,    D. t. devius
,944,,    D. t. melodus
,945,,    D. t. chiapensis
,946,,    D. t. dolichonyx
,947,,    D. t. salvadoranus
,948,,    D. t. fuscus
,949,,    D. t. conoveri
,950,,Cyrtonyx
,951,Montezuma Quail,Cyrtonyx montezumae
,952,,    C. m. mearnsi
,953,,    C. m. montezumae
,954,,    C. m. rowleyi
,955,,    C. m. sallei
,956,Ocellated Quail,Cyrtonyx ocellatus
,957,,Rhynchortyx
,958,Tawny-faced Quail,Rhynchortyx cinctus
,959,,    R. c. pudibundus
,960,,    R. c. cinctus
,961,,    R. c. australis
,962,,
,963,Pheasants & Allies,Family Phasianidae
,964,,Xenoperdix
,965,Udzungwa Forest Partridge,Xenoperdix udzungwensis
,966,Rubeho Forest Partridge,Xenoperdix obscuratus
,967,,Caloperdix
,968,Ferruginous Partridge,Caloperdix oculeus
,969,,    C. o. oculeus
,970,,    C. o. ocellatus
,971,,    C. o. borneensis
,972,,Rollulus
,973,Crested Partridge,Rollulus rouloul
,974,,Melanoperdix
,975,Black Partridge,Melanoperdix niger
,976,,    M. n. niger
,977,,    M. n. borneensis
,978,,Arborophila
,979,Hill Partridge,Arborophila torqueola
,980,,    A. t. millardi
,981,,    A. t. torqueola
,982,,    A. t. interstincta
,983,,    A. t. batemani
,984,,    A. t. griseata
,985,Sichuan Partridge,Arborophila rufipectus
,986,Chestnut-breasted Partridge,Arborophila mandellii
,987,White-necklaced Partridge,Arborophila gingica
,988,,    A. g. gingica
,989,,    A. g. guangxiensis
,990,Rufous-throated Partridge,Arborophila rufogularis
,991,,    A. r. rufogularis
,992,,    A. r. intermedia
,993,,    A. r. tickelli
,994,,    A. r. euroa
,995,,    A. r. guttata
,996,,    A. r. annamensis
,997,Red-billed Partridge,Arborophila rubrirostris
,998,Siamese Partridge,Arborophila diversa
,999,Chestnut-headed Partridge,Arborophila cambodiana
,1000,,    A. c. cambodiana
,1001,,    A. c. chandamonyi
,1002,Hainan Partridge,Arborophila ardens
,1003,Taiwan Partridge,Arborophila crudigularis
,1004,White-cheeked Partridge,Arborophila atrogularis
,1005,Bar-backed Partridge,Arborophila brunneopectus
,1006,,    A. b. brunneopectus
,1007,,    A. b. henrici
,1008,,    A. b. albigula
,1009,Orange-necked Partridge,Arborophila davidi
,1010,Red-breasted Partridge,Arborophila hyperythra
,1011,Malayan Partridge,Arborophila campbelli
,1012,Roll's Partridge,Arborophila rolli
,1013,Sumatran Partridge,Arborophila sumatrana
,1014,Chestnut-bellied Partridge,Arborophila javanica
,1015,,    A. j. javanica
,1016,,    A. j. lawuana
,1017,Grey-breasted Partridge,Arborophila orientalis
,1018,,Lerwa
,1019,Snow Partridge,Lerwa lerwa
,1020,,Ithaginis
,1021,Blood Pheasant,Ithaginis cruentus
,1022,,    I. c. cruentus
,1023,,    I. c. affinis
,1024,,    I. c. tibetanus
,1025,,    I. c. kuseri
,1026,,    I. c. marionae
,1027,,    I. c. rocki
,1028,,    I. c. clarkei
,1029,,    I. c. geoffroyi
,1030,,    I. c. berezowskii
,1031,,    I. c. beicki
,1032,,    I. c. michaelis
,1033,,    I. c. sinensis
,1034,,Tragopan
,1035,Western Tragopan,Tragopan melanocephalus
,1036,Satyr Tragopan,Tragopan satyra
,1037,Blyth's Tragopan,Tragopan blythii
,1038,,    T. b. molesworthi
,1039,,    T. b. blythii
,1040,Temminck's Tragopan,Tragopan temminckii
,1041,Cabot's Tragopan,Tragopan caboti
,1042,,    T. c. caboti
,1043,,    T. c. guangxiensis
,1044,,Tetraophasis
,1045,Verreaux's Monal-Partridge,Tetraophasis obscurus
,1046,Szechenyi's Monal-Partridge,Tetraophasis szechenyii
,1047,,Lophophorus
,1048,Himalayan Monal,Lophophorus impejanus
,1049,Sclater's Monal,Lophophorus sclateri
,1050,,    L. s. arunachalensis
,1051,,    L. s. sclateri
,1052,,    L. s. orientalis
,1053,Chinese Monal,Lophophorus lhuysii
,1054,,Pucrasia
,1055,Koklass Pheasant,Pucrasia macrolopha
,1056,,    P. m. castanea
,1057,,    P. m. biddulphi
,1058,,    P. m. macrolopha
,1059,,    P. m. nipalensis
,1060,,    P. m. meyeri
,1061,,    P. m. ruficollis
,1062,,    P. m. xanthospila
,1063,,    P. m. joretiana
,1064,,    P. m. darwini
,1065,,Meleagris
,1066,Wild Turkey,Meleagris gallopavo
,1067,,    M. g. silvestris
,1068,,    M. g. osceola
,1069,,    M. g. intermedia
,1070,,    M. g. mexicana
,1071,,    M. g. merriami
,1072,,    M. g. gallopavo
,1073,Ocellated Turkey,Meleagris ocellata
,1074,,Bonasa
,1075,Ruffed Grouse,Bonasa umbellus
,1076,,    B. u. yukonensis
,1077,,    B. u. umbelloides
,1078,,    B. u. labradorensis
,1079,,    B. u. castanea
,1080,,    B. u. obscura
,1081,,    B. u. sabini
,1082,,    B. u. brunnescens
,1083,,    B. u. togata
,1084,,    B. u. mediana
,1085,,    B. u. phaios
,1086,,    B. u. incana
,1087,,    B. u. monticola
,1088,,    B. u. umbellus
,1089,,Tetrastes
,1090,Hazel Grouse,Tetrastes bonasia
,1091,,    T. b. rhenanus
,1092,,    T. b. styriacus
,1093,,    T. b. schiebeli
,1094,,    T. b. rupestris
,1095,,    T. b. bonasia
,1096,,    T. b. griseonota
,1097,,    T. b. sibiricus
,1098,,    T. b. kolymensis
,1099,,    T. b. amurensis
,1100,,    T. b. yamashinai
,1101,,    T. b. vicinitas
,1102,Chinese Grouse,Tetrastes sewerzowi
,1103,,    T. s. sewerzowi
,1104,,    T. s. secundus
,1105,,Centrocercus
,1106,Sage Grouse,Centrocercus urophasianus
,1107,Gunnison Grouse,Centrocercus minimus
,1108,,Dendragapus
,1109,Dusky Grouse,Dendragapus obscurus
,1110,,    D. o. richardsonii
,1111,,    D. o. pallidus
,1112,,    D. o. oreinus
,1113,,    D. o. obscurus
,1114,Sooty Grouse,Dendragapus fuliginosus
,1115,,    D. f. sitkensis
,1116,,    D. f. fuliginosus
,1117,,    D. f. sierrae
,1118,,    D. f. howardi
,1119,,Tympanuchus
,1120,Sharp-tailed Grouse,Tympanuchus phasianellus
,1121,,    T. p. caurus
,1122,,    T. p. kennicotti
,1123,,    T. p. phasianellus
,1124,,    T. p. columbianus
,1125,,    T. p. hueyi
,1126,,    T. p. jamesi
,1127,,    T. p. campestris
,1128,Greater Prairie Chicken,Tympanuchus cupido
,1129,,    T. c. pinnatus
,1130,,    T. c. attwateri
,1131,,    T. c. cupido
,1132,Lesser Prairie Chicken,Tympanuchus pallidicinctus
,1133,,Lagopus
,1134,White-tailed Ptarmigan,Lagopus leucura
,1135,,    L. l. peninsularis
,1136,,    L. l. leucura
,1137,,    L. l. rainierensis
,1138,,    L. l. saxatilis
,1139,,    L. l. altipetens
,1140,Willow Ptarmigan,Lagopus lagopus
,1141,,    L. l. scotica
,1142,,    L. l. variegata
,1143,,    L. l. lagopus
,1144,,    L. l. rossica
,1145,,    L. l. koreni
,1146,,    L. l. maior
,1147,,    L. l. brevirostris
,1148,,    L. l. kozlowae
,1149,,    L. l. sserebrowsky
,1150,,    L. l. okadai
,1151,,    L. l. alascensis
,1152,,    L. l. alexandrae
,1153,,    L. l. leucoptera
,1154,,    L. l. alba
,1155,,    L. l. ungavus
,1156,,    L. l. alleni
,1157,Rock Ptarmigan,Lagopus muta
,1158,,    L. m. muta
,1159,,    L. m. millaisi
,1160,,    L. m. helvetica
,1161,,    L. m. pyrenaica
,1162,,    L. m. pleskei
,1163,,    L. m. nadezdae
,1164,,    L. m. gerasimovi
,1165,,    L. m. ridgwayi
,1166,,    L. m. kurilensis
,1167,,    L. m. japonica
,1168,,    L. m. evermanni
,1169,,    L. m. townsendi
,1170,,    L. m. atkhensis
,1171,,    L. m. yunaskensis
,1172,,    L. m. nelsoni
,1173,,    L. m. dixoni
,1174,,    L. m. rupestris
,1175,,    L. m. welchi
,1176,,    L. m. saturata
,1177,,    L. m. macruros
,1178,,    L. m. reinhardi
,1179,,    L. m. hyperborea
,1180,,    L. m. islandorum
,1181,,Falcipennis
,1182,Siberian Grouse,Falcipennis falcipennis
,1183,,Canachites
,1184,Spruce Grouse,Canachites canadensis
,1185,,    C. c. osgoodi
,1186,,    C. c. atratus
,1187,,    C. c. canadensis
,1188,,    C. c. canace
,1189,,    C. c. isleibi
,1190,,    C. c. franklinii
,1191,,Tetrao
,1192,Western Capercaillie,Tetrao urogallus
,1193,,    T. u. cantabricus
,1194,,    T. u. aquitanicus
,1195,,    T. u. crassirostris
,1196,,    T. u. volgensis
,1197,,    T. u. urogallus
,1198,,    T. u. kureikensis
,1199,,    T. u. uralensis
,1200,,    T. u. taczanowskii
,1201,Black-billed Capercaillie,Tetrao urogalloides
,1202,,    T. u. urogalloides
,1203,,    T. u. kamtschaticus
,1204,,Lyrurus
,1205,Black Grouse,Lyrurus tetrix
,1206,,    L. t. britannicus
,1207,,    L. t. tetrix
,1208,,    L. t. viridanus
,1209,,    L. t. baikalensis
,1210,,    L. t. mongolicus
,1211,,    L. t. ussuriensis
,1212,Caucasian Grouse,Lyrurus mlokosiewiczi
,1213,,Rhizothera
,1214,Long-billed Partridge,Rhizothera longirostris
,1215,Dulit Partridge,Rhizothera dulitensis
,1216,,Perdix
,1217,Tibetan Partridge,Perdix hodgsoniae
,1218,,    P. h. caraganae
,1219,,    P. h. hodgsoniae
,1220,,    P. h. sifanica
,1221,Grey Partridge,Perdix perdix
,1222,,    P. p. perdix
,1223,,    P. p. armoricana
,1224,,    P. p. sphagnetorum
,1225,,    P. p. hispaniensis
,1226,,    P. p. italica
,1227,,    P. p. lucida
,1228,,    P. p. canescens
,1229,,    P. p. robusta
,1230,Daurian Partridge,Perdix dauurica
,1231,,    P. d. dauurica
,1232,,    P. d. suschkini
,1233,,Syrmaticus
,1234,Copper Pheasant,Syrmaticus soemmerringii
,1235,,    S. s. scintillans
,1236,,    S. s. subrufus
,1237,,    S. s. intermedius
,1238,,    S. s. soemmerringii
,1239,,    S. s. ijimae
,1240,Reeves's Pheasant,Syrmaticus reevesii
,1241,Mikado Pheasant,Syrmaticus mikado
,1242,Elliot's Pheasant,Syrmaticus ellioti
,1243,Mrs. Hume's Pheasant,Syrmaticus humiae
,1244,,    S. h. humiae
,1245,,    S. h. burmanicus
,1246,,Chrysolophus
,1247,Golden Pheasant,Chrysolophus pictus
,1248,Lady Amherst's Pheasant,Chrysolophus amherstiae
,1249,,Phasianus
,1250,Common Pheasant,Phasianus colchicus
,1251,,    P. c. septentrionalis
,1252,,    P. c. colchicus
,1253,,    P. c. talischensis
,1254,,    P. c. persicus
,1255,,    P. c. principalis
,1256,,    P. c. chrysomelas
,1257,,    P. c. zarudnyi
,1258,,    P. c. bianchii
,1259,,    P. c. zerafschanicus
,1260,,    P. c. turcestanicus
,1261,,    P. c. mongolicus
,1262,,    P. c. shawii
,1263,,    P. c. tarimensis
,1264,,    P. c. vlangalii
,1265,,    P. c. strauchi
,1266,,    P. c. sohokhotensis
,1267,,    P. c. satscheuensis
,1268,,    P. c. hagenbecki
,1269,,    P. c. edzinensis
,1270,,    P. c. alaschanicus
,1271,,    P. c. kiangsuensis
,1272,,    P. c. karpowi
,1273,,    P. c. pallasi
,1274,,    P. c. suehschanensis
,1275,,    P. c. elegans
,1276,,    P. c. decollatus
,1277,,    P. c. rothschildi
,1278,,    P. c. takatsukasae
,1279,,    P. c. torquatus
,1280,,    P. c. formosanus
,1281,Green Pheasant,Phasianus versicolor
,1282,,    P. v. robustipes
,1283,,    P. v. tohkaidi
,1284,,    P. v. tanensis
,1285,,    P. v. versicolor
,1286,,Catreus
,1287,Cheer Pheasant,Catreus wallichii
,1288,,Crossoptilon
,1289,Tibetan Eared Pheasant,Crossoptilon harmani
,1290,White Eared Pheasant,Crossoptilon crossoptilon
,1291,,    C. c. dolani
,1292,,    C. c. crossoptilon
,1293,,    C. c. lichiangense
,1294,,    C. c. drouynii
,1295,Brown Eared Pheasant,Crossoptilon mantchuricum
,1296,Blue Eared Pheasant,Crossoptilon auritum
,1297,,Lophura
,1298,Edwards's Pheasant,Lophura edwardsi
,1299,Swinhoe's Pheasant,Lophura swinhoii
,1300,Bulwer's Pheasant,Lophura bulweri
,1301,Kalij Pheasant,Lophura leucomelanos
,1302,,    L. l. hamiltonii
,1303,,    L. l. leucomelanos
,1304,,    L. l. melanota
,1305,,    L. l. moffitti
,1306,,    L. l. lathami
,1307,,    L. l. williamsi
,1308,,    L. l. oatesi
,1309,,    L. l. lineata
,1310,,    L. l. crawfurdii
,1311,Silver Pheasant,Lophura nycthemera
,1312,,    L. n. omeiensis
,1313,,    L. n. rongjiangensis
,1314,,    L. n. nycthemera
,1315,,    L. n. fokiensis
,1316,,    L. n. whiteheadi
,1317,,    L. n. occidentalis
,1318,,    L. n. rufipes
,1319,,    L. n. jonesi
,1320,,    L. n. ripponi
,1321,,    L. n. beaulieui
,1322,,    L. n. berliozi
,1323,,    L. n. beli
,1324,,    L. n. annamensis
,1325,,    L. n. lewisi
,1326,,    L. n. engelbachi
,1327,Malayan Crestless Fireback,Lophura erythrophthalma
,1328,Bornean Crestless Fireback,Lophura pyronota
,1329,Siamese Fireback,Lophura diardi
,1330,Salvadori's Pheasant,Lophura inornata
,1331,,    L. i. inornata
,1332,,    L. i. hoogerwerfi
,1333,Malayan Crested Fireback,Lophura rufa
,1334,Bornean Crested Fireback,Lophura ignita
,1335,,    L. i. nobilis
,1336,,    L. i. ignita
,1337,,Rheinardia
,1338,Vietnamese Crested Argus,Rheinardia ocellata
,1339,Malayan Crested Argus,Rheinardia nigrescens
,1340,,Argusianus
,1341,Great Argus,Argusianus argus
,1342,,    A. a. grayi
,1343,,    A. a. argus
,1344,,Afropavo
,1345,Congo Peafowl,Afropavo congensis
,1346,,Pavo
,1347,Indian Peafowl,Pavo cristatus
,1348,Green Peafowl,Pavo muticus
,1349,,    P. m. spicifer
,1350,,    P. m. imperator
,1351,,    P. m. muticus
,1352,,Tropicoperdix
,1353,Green-legged Partridge,Tropicoperdix chloropus
,1354,,    T. c. chloropus
,1355,,    T. c. cognacqi
,1356,,    T. c. merlini
,1357,,    T. c. vivida
,1358,,    T. c. peninsularis
,1359,,    T. c. olivacea
,1360,,    T. c. tonkinensis
,1361,Chestnut-necklaced Partridge,Tropicoperdix charltonii
,1362,,    T. c. charltonii
,1363,,    T. c. atjenensis
,1364,Sabah Partridge,Tropicoperdix graydoni
,1365,,Haematortyx
,1366,Crimson-headed Partridge,Haematortyx sanguiniceps
,1367,,Galloperdix
,1368,Red Spurfowl,Galloperdix spadicea
,1369,,    G. s. spadicea
,1370,,    G. s. caurina
,1371,,    G. s. stewarti
,1372,Painted Spurfowl,Galloperdix lunulata
,1373,Sri Lanka Spurfowl,Galloperdix bicalcarata
,1374,,Polyplectron
,1375,Palawan Peacock-Pheasant,Polyplectron napoleonis
,1376,Bornean Peacock-Pheasant,Polyplectron schleiermacheri
,1377,Malayan Peacock-Pheasant,Polyplectron malacense
,1378,Germain's Peacock-Pheasant,Polyplectron germaini
,1379,Hainan Peacock-Pheasant,Polyplectron katsumatae
,1380,Grey Peacock-Pheasant,Polyplectron bicalcaratum
,1381,Mountain Peacock-Pheasant,Polyplectron inopinatum
,1382,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum
,1383,,    P. c. scutulatum
,1384,,    P. c. chalcurum
,1385,,Bambusicola
,1386,Mountain Bamboo Partridge,Bambusicola fytchii
,1387,,    B. f. fytchii
,1388,,    B. f. hopkinsoni
,1389,Chinese Bamboo Partridge,Bambusicola thoracicus
,1390,Taiwan Bamboo Partridge,Bambusicola sonorivox
,1391,,Gallus
,1392,Green Junglefowl,Gallus varius
,1393,Red Junglefowl,Gallus gallus
,1394,,    G. g. murghi
,1395,,    G. g. spadiceus
,1396,,    G. g. jabouillei
,1397,,    G. g. gallus
,1398,,    G. g. bankiva
,1399,Grey Junglefowl,Gallus sonneratii
,1400,Sri Lanka Junglefowl,Gallus lafayettii
,1401,,Peliperdix
,1402,Latham's Francolin,Peliperdix lathami
,1403,,    P. l. lathami
,1404,,    P. l. schubotzi
,1405,,Ortygornis
,1406,Crested Francolin,Ortygornis sephaena
,1407,,    O. s. grantii
,1408,,    O. s. rovuma
,1409,,    O. s. spilogaster
,1410,,    O. s. zambesiae
,1411,,    O. s. sephaena
,1412,Grey Francolin,Ortygornis pondicerianus
,1413,,    O. p. mecranensis
,1414,,    O. p. interpositus
,1415,,    O. p. pondicerianus
,1416,Swamp Francolin,Ortygornis gularis
,1417,,Francolinus
,1418,Chinese Francolin,Francolinus pintadeanus
,1419,,    F. p. phayrei
,1420,,    F. p. pintadeanus
,1421,Black Francolin,Francolinus francolinus
,1422,,    F. f. francolinus
,1423,,    F. f. arabistanicus
,1424,,    F. f. bogdanovi
,1425,,    F. f. henrici
,1426,,    F. f. asiae
,1427,,    F. f. melanonotus
,1428,Painted Francolin,Francolinus pictus
,1429,,    F. p. pallidus
,1430,,    F. p. pictus
,1431,,    F. p. watsoni
,1432,,Campocolinus
,1433,Coqui Francolin,Campocolinus coqui
,1434,,    C. c. spinetorum
,1435,,    C. c. maharao
,1436,,    C. c. hubbardi
,1437,,    C. c. coqui
,1438,White-throated Francolin,Campocolinus albogularis
,1439,,    C. a. albogularis
,1440,,    C. a. buckleyi
,1441,,    C. a. dewittei
,1442,Schlegel's Francolin,Campocolinus schlegelii
,1443,,Scleroptila
,1444,Ring-necked Francolin,Scleroptila streptophora
,1445,Red-winged Francolin,Scleroptila levaillantii
,1446,,    S. l. kikuyuensis
,1447,,    S. l. crawshayi
,1448,,    S. l. levaillantii
,1449,Finsch's Francolin,Scleroptila finschi
,1450,Moorland Francolin,Scleroptila psilolaema
,1451,Elgon Francolin,Scleroptila elgonensis
,1452,Grey-winged Francolin,Scleroptila afra
,1453,Orange River Francolin,Scleroptila gutturalis
,1454,,    S. g. gutturalis
,1455,,    S. g. archeri
,1456,,    S. g. lorti
,1457,,    S. g. jugularis
,1458,,    S. g. pallidior
,1459,,    S. g. levalliantoides
,1460,Shelley's Francolin,Scleroptila shelleyi
,1461,,    S. s. uluensis
,1462,,    S. s. macarthuri
,1463,,    S. s. shelleyi
,1464,Whyte's Francolin,Scleroptila whytei
,1465,,Tetraogallus
,1466,Tibetan Snowcock,Tetraogallus tibetanus
,1467,,    T. t. tschimenensis
,1468,,    T. t. tibetanus
,1469,,    T. t. aquilonifer
,1470,,    T. t. yunnanensis
,1471,,    T. t. henrici
